"Country or Area","Year","Area","Sex","Age","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Mexico","2019","Total","Male","65","Data tabulated by year of registration","Final figure, complete","2021","6903","2,3"
"Mexico","2019","Total","Male","65 - 69","Data tabulated by year of registration","Final figure, complete","2021","35009","2,3"
"Mexico","2019","Total","Male","66","Data tabulated by year of registration","Final figure, complete","2021","6984","2,3"
"Mexico","2019","Total","Male","67","Data tabulated by year of registration","Final figure, complete","2021","6760","2,3"
"Mexico","2019","Total","Male","68","Data tabulated by year of registration","Final figure, complete","2021","7201","2,3"
"Mexico","2019","Total","Male","69","Data tabulated by year of registration","Final figure, complete","2021","7161","2,3"
"Mexico","2019","Total","Male","70","Data tabulated by year of registration","Final figure, complete","2021","7282","2,3"
"Mexico","2019","Total","Male","70 - 74","Data tabulated by year of registration","Final figure, complete","2021","37754","2,3"
"Mexico","2019","Total","Male","71","Data tabulated by year of registration","Final figure, complete","2021","7506","2,3"
"Mexico","2019","Total","Male","72","Data tabulated by year of registration","Final figure, complete","2021","7587","2,3"
"Mexico","2019","Total","Male","73","Data tabulated by year of registration","Final figure, complete","2021","7630","2,3"
"Mexico","2019","Total","Male","74","Data tabulated by year of registration","Final figure, complete","2021","7749","2,3"
"Mexico","2019","Total","Male","75","Data tabulated by year of registration","Final figure, complete","2021","7597","2,3"
"Mexico","2019","Total","Male","75 - 79","Data tabulated by year of registration","Final figure, complete","2021","38854","2,3"
"Mexico","2019","Total","Male","76","Data tabulated by year of registration","Final figure, complete","2021","7761","2,3"
"Mexico","2019","Total","Male","77","Data tabulated by year of registration","Final figure, complete","2021","7686","2,3"
"Mexico","2019","Total","Male","78","Data tabulated by year of registration","Final figure, complete","2021","7880","2,3"
"Mexico","2019","Total","Male","79","Data tabulated by year of registration","Final figure, complete","2021","7930","2,3"
"Mexico","2019","Total","Male","80","Data tabulated by year of registration","Final figure, complete","2021","7709","2,3"
"Mexico","2019","Total","Male","80 - 84","Data tabulated by year of registration","Final figure, complete","2021","38017","2,3"
"Mexico","2019","Total","Male","81","Data tabulated by year of registration","Final figure, complete","2021","7526","2,3"
"Mexico","2019","Total","Male","82","Data tabulated by year of registration","Final figure, complete","2021","7612","2,3"
"Mexico","2019","Total","Male","83","Data tabulated by year of registration","Final figure, complete","2021","7653","2,3"
"Mexico","2019","Total","Male","84","Data tabulated by year of registration","Final figure, complete","2021","7517","2,3"
"Mexico","2019","Total","Male","85","Data tabulated by year of registration","Final figure, complete","2021","6858","2,3"
"Mexico","2019","Total","Male","85 - 89","Data tabulated by year of registration","Final figure, complete","2021","31167","2,3"
"Mexico","2019","Total","Male","86","Data tabulated by year of registration","Final figure, complete","2021","6481","2,3"
"Mexico","2019","Total","Male","87","Data tabulated by year of registration","Final figure, complete","2021","6026","2,3"
"Mexico","2019","Total","Male","88","Data tabulated by year of registration","Final figure, complete","2021","6079","2,3"
"Mexico","2019","Total","Male","89","Data tabulated by year of registration","Final figure, complete","2021","5723","2,3"
"Mexico","2019","Total","Male","90","Data tabulated by year of registration","Final figure, complete","2021","4402","2,3"
"Mexico","2019","Total","Male","90 - 94","Data tabulated by year of registration","Final figure, complete","2021","17879","2,3"
"Mexico","2019","Total","Male","91","Data tabulated by year of registration","Final figure, complete","2021","3970","2,3"
"Mexico","2019","Total","Male","92","Data tabulated by year of registration","Final figure, complete","2021","3537","2,3"
"Mexico","2019","Total","Male","93","Data tabulated by year of registration","Final figure, complete","2021","3269","2,3"
"Mexico","2019","Total","Male","94","Data tabulated by year of registration","Final figure, complete","2021","2701","2,3"
"Mexico","2019","Total","Male","95","Data tabulated by year of registration","Final figure, complete","2021","2245","2,3"
"Mexico","2019","Total","Male","95 - 99","Data tabulated by year of registration","Final figure, complete","2021","7260","2,3"
"Mexico","2019","Total","Male","96","Data tabulated by year of registration","Final figure, complete","2021","1812","2,3"
"Mexico","2019","Total","Male","97","Data tabulated by year of registration","Final figure, complete","2021","1307","2,3"
"Mexico","2019","Total","Male","98","Data tabulated by year of registration","Final figure, complete","2021","1085","2,3"
"Mexico","2019","Total","Male","99","Data tabulated by year of registration","Final figure, complete","2021","811","2,3"
"Mexico","2019","Total","Male","100 +","Data tabulated by year of registration","Final figure, complete","2021","1484","2,3"
"Mexico","2019","Total","Male","Unknown","Data tabulated by year of registration","Final figure, complete","2021","351","2,3"
"Mexico","2019","Total","Female","Total","Data tabulated by year of registration","Final figure, complete","2021","322263","2,3"
"Mexico","2019","Total","Female","0","Data tabulated by year of registration","Final figure, complete","2021","9926","2,3"
"Mexico","2019","Total","Female","1","Data tabulated by year of registration","Final figure, complete","2021","1008","2,3"
"Mexico","2019","Total","Female","1 - 4","Data tabulated by year of registration","Final figure, complete","2021","2139","2,3"
"Mexico","2019","Total","Female","2","Data tabulated by year of registration","Final figure, complete","2021","501","2,3"
"Mexico","2019","Total","Female","3","Data tabulated by year of registration","Final figure, complete","2021","334","2,3"
"Mexico","2019","Total","Female","4","Data tabulated by year of registration","Final figure, complete","2021","296","2,3"
"Mexico","2019","Total","Female","5","Data tabulated by year of registration","Final figure, complete","2021","255","2,3"
"Mexico","2019","Total","Female","5 - 9","Data tabulated by year of registration","Final figure, complete","2021","1114","2,3"
"Mexico","2019","Total","Female","6","Data tabulated by year of registration","Final figure, complete","2021","213","2,3"
"Mexico","2019","Total","Female","7","Data tabulated by year of registration","Final figure, complete","2021","237","2,3"
"Mexico","2019","Total","Female","8","Data tabulated by year of registration","Final figure, complete","2021","185","2,3"
"Mexico","2019","Total","Female","9","Data tabulated by year of registration","Final figure, complete","2021","224","2,3"
"Mexico","2019","Total","Female","10","Data tabulated by year of registration","Final figure, complete","2021","220","2,3"
"Mexico","2019","Total","Female","10 - 14","Data tabulated by year of registration","Final figure, complete","2021","1270","2,3"
"Mexico","2019","Total","Female","11","Data tabulated by year of registration","Final figure, complete","2021","188","2,3"
"Mexico","2019","Total","Female","12","Data tabulated by year of registration","Final figure, complete","2021","266","2,3"
"Mexico","2019","Total","Female","13","Data tabulated by year of registration","Final figure, complete","2021","284","2,3"
"Mexico","2019","Total","Female","14","Data tabulated by year of registration","Final figure, complete","2021","312","2,3"
"Mexico","2019","Total","Female","15","Data tabulated by year of registration","Final figure, complete","2021","397","2,3"
"Mexico","2019","Total","Female","15 - 19","Data tabulated by year of registration","Final figure, complete","2021","2494","2,3"
"Mexico","2019","Total","Female","16","Data tabulated by year of registration","Final figure, complete","2021","474","2,3"
"Mexico","2019","Total","Female","17","Data tabulated by year of registration","Final figure, complete","2021","500","2,3"
"Mexico","2019","Total","Female","18","Data tabulated by year of registration","Final figure, complete","2021","536","2,3"
"Mexico","2019","Total","Female","19","Data tabulated by year of registration","Final figure, complete","2021","587","2,3"
"Mexico","2019","Total","Female","20","Data tabulated by year of registration","Final figure, complete","2021","590","2,3"
"Mexico","2019","Total","Female","20 - 24","Data tabulated by year of registration","Final figure, complete","2021","3127","2,3"
"Mexico","2019","Total","Female","21","Data tabulated by year of registration","Final figure, complete","2021","592","2,3"
"Mexico","2019","Total","Female","22","Data tabulated by year of registration","Final figure, complete","2021","593","2,3"
"Mexico","2019","Total","Female","23","Data tabulated by year of registration","Final figure, complete","2021","657","2,3"
"Mexico","2019","Total","Female","24","Data tabulated by year of registration","Final figure, complete","2021","695","2,3"
"Mexico","2019","Total","Female","25","Data tabulated by year of registration","Final figure, complete","2021","690","2,3"
"Mexico","2019","Total","Female","25 - 29","Data tabulated by year of registration","Final figure, complete","2021","3715","2,3"
"Mexico","2019","Total","Female","26","Data tabulated by year of registration","Final figure, complete","2021","696","2,3"
"Mexico","2019","Total","Female","27","Data tabulated by year of registration","Final figure, complete","2021","793","2,3"
"Mexico","2019","Total","Female","28","Data tabulated by year of registration","Final figure, complete","2021","791","2,3"
"Mexico","2019","Total","Female","29","Data tabulated by year of registration","Final figure, complete","2021","745","2,3"
"Mexico","2019","Total","Female","30","Data tabulated by year of registration","Final figure, complete","2021","821","2,3"
"Mexico","2019","Total","Female","30 - 34","Data tabulated by year of registration","Final figure, complete","2021","4298","2,3"
"Mexico","2019","Total","Female","31","Data tabulated by year of registration","Final figure, complete","2021","810","2,3"
"Mexico","2019","Total","Female","32","Data tabulated by year of registration","Final figure, complete","2021","836","2,3"
"Mexico","2019","Total","Female","33","Data tabulated by year of registration","Final figure, complete","2021","930","2,3"
"Mexico","2019","Total","Female","34","Data tabulated by year of registration","Final figure, complete","2021","901","2,3"
"Mexico","2019","Total","Female","35","Data tabulated by year of registration","Final figure, complete","2021","998","2,3"
"Mexico","2019","Total","Female","35 - 39","Data tabulated by year of registration","Final figure, complete","2021","5558","2,3"
"Mexico","2019","Total","Female","36","Data tabulated by year of registration","Final figure, complete","2021","1032","2,3"
"Mexico","2019","Total","Female","37","Data tabulated by year of registration","Final figure, complete","2021","1078","2,3"
"Mexico","2019","Total","Female","38","Data tabulated by year of registration","Final figure, complete","2021","1173","2,3"
"Mexico","2019","Total","Female","39","Data tabulated by year of registration","Final figure, complete","2021","1277","2,3"
"Mexico","2019","Total","Female","40","Data tabulated by year of registration","Final figure, complete","2021","1311","2,3"
"Mexico","2019","Total","Female","40 - 44","Data tabulated by year of registration","Final figure, complete","2021","7702","2,3"
"Mexico","2019","Total","Female","41","Data tabulated by year of registration","Final figure, complete","2021","1412","2,3"
"Mexico","2019","Total","Female","42","Data tabulated by year of registration","Final figure, complete","2021","1534","2,3"
"Mexico","2019","Total","Female","43","Data tabulated by year of registration","Final figure, complete","2021","1565","2,3"
"Mexico","2019","Total","Female","44","Data tabulated by year of registration","Final figure, complete","2021","1880","2,3"
"Mexico","2019","Total","Female","45","Data tabulated by year of registration","Final figure, complete","2021","1933","2,3"
"Mexico","2019","Total","Female","45 - 49","Data tabulated by year of registration","Final figure, complete","2021","11217","2,3"
"Mexico","2019","Total","Female","46","Data tabulated by year of registration","Final figure, complete","2021","2162","2,3"
"Mexico","2019","Total","Female","47","Data tabulated by year of registration","Final figure, complete","2021","2351","2,3"
"Mexico","2019","Total","Female","48","Data tabulated by year of registration","Final figure, complete","2021","2283","2,3"
"Mexico","2019","Total","Female","49","Data tabulated by year of registration","Final figure, complete","2021","2488","2,3"
"Mexico","2019","Total","Female","50","Data tabulated by year of registration","Final figure, complete","2021","2621","2,3"
"Mexico","2019","Total","Female","50 - 54","Data tabulated by year of registration","Final figure, complete","2021","14775","2,3"
"Mexico","2019","Total","Female","51","Data tabulated by year of registration","Final figure, complete","2021","2754","2,3"
"Mexico","2019","Total","Female","52","Data tabulated by year of registration","Final figure, complete","2021","2944","2,3"
"Mexico","2019","Total","Female","53","Data tabulated by year of registration","Final figure, complete","2021","3082","2,3"
"Mexico","2019","Total","Female","54","Data tabulated by year of registration","Final figure, complete","2021","3374","2,3"
"Mexico","2019","Total","Female","55","Data tabulated by year of registration","Final figure, complete","2021","3513","2,3"
"Mexico","2019","Total","Female","55 - 59","Data tabulated by year of registration","Final figure, complete","2021","19823","2,3"
"Mexico","2019","Total","Female","56","Data tabulated by year of registration","Final figure, complete","2021","3663","2,3"
"Mexico","2019","Total","Female","57","Data tabulated by year of registration","Final figure, complete","2021","3845","2,3"
"Mexico","2019","Total","Female","58","Data tabulated by year of registration","Final figure, complete","2021","4221","2,3"
"Mexico","2019","Total","Female","59","Data tabulated by year of registration","Final figure, complete","2021","4581","2,3"
"Mexico","2019","Total","Female","60","Data tabulated by year of registration","Final figure, complete","2021","4524","2,3"
"Mexico","2019","Total","Female","60 - 64","Data tabulated by year of registration","Final figure, complete","2021","24771","2,3"
"Mexico","2019","Total","Female","61","Data tabulated by year of registration","Final figure, complete","2021","4656","2,3"
"Mexico","2019","Total","Female","62","Data tabulated by year of registration","Final figure, complete","2021","4974","2,3"
"Mexico","2019","Total","Female","63","Data tabulated by year of registration","Final figure, complete","2021","5299","2,3"
"Mexico","2019","Total","Female","64","Data tabulated by year of registration","Final figure, complete","2021","5318","2,3"
"Mexico","2019","Total","Female","65","Data tabulated by year of registration","Final figure, complete","2021","5435","2,3"
"Mexico","2019","Total","Female","65 - 69","Data tabulated by year of registration","Final figure, complete","2021","28454","2,3"
"Mexico","2019","Total","Female","66","Data tabulated by year of registration","Final figure, complete","2021","5594","2,3"
"Mexico","2019","Total","Female","67","Data tabulated by year of registration","Final figure, complete","2021","5447","2,3"
"Mexico","2019","Total","Female","68","Data tabulated by year of registration","Final figure, complete","2021","5976","2,3"
"Mexico","2019","Total","Female","69","Data tabulated by year of registration","Final figure, complete","2021","6002","2,3"
"Mexico","2019","Total","Female","70","Data tabulated by year of registration","Final figure, complete","2021","5788","2,3"
"Mexico","2019","Total","Female","70 - 74","Data tabulated by year of registration","Final figure, complete","2021","31430","2,3"
"Mexico","2019","Total","Female","71","Data tabulated by year of registration","Final figure, complete","2021","6191","2,3"
"Mexico","2019","Total","Female","72","Data tabulated by year of registration","Final figure, complete","2021","6310","2,3"
"Mexico","2019","Total","Female","73","Data tabulated by year of registration","Final figure, complete","2021","6457","2,3"
"Mexico","2019","Total","Female","74","Data tabulated by year of registration","Final figure, complete","2021","6684","2,3"
"Mexico","2019","Total","Female","75","Data tabulated by year of registration","Final figure, complete","2021","6596","2,3"
"Mexico","2019","Total","Female","75 - 79","Data tabulated by year of registration","Final figure, complete","2021","34976","2,3"
"Mexico","2019","Total","Female","76","Data tabulated by year of registration","Final figure, complete","2021","6762","2,3"
"Mexico","2019","Total","Female","77","Data tabulated by year of registration","Final figure, complete","2021","6736","2,3"
"Mexico","2019","Total","Female","78","Data tabulated by year of registration","Final figure, complete","2021","7370","2,3"
"Mexico","2019","Total","Female","79","Data tabulated by year of registration","Final figure, complete","2021","7512","2,3"
"Mexico","2019","Total","Female","80","Data tabulated by year of registration","Final figure, complete","2021","7407","2,3"
"Mexico","2019","Total","Female","80 - 84","Data tabulated by year of registration","Final figure, complete","2021","39012","2,3"
"Mexico","2019","Total","Female","81","Data tabulated by year of registration","Final figure, complete","2021","7442","2,3"
"Mexico","2019","Total","Female","82","Data tabulated by year of registration","Final figure, complete","2021","7866","2,3"
"Mexico","2019","Total","Female","83","Data tabulated by year of registration","Final figure, complete","2021","8302","2,3"
"Mexico","2019","Total","Female","84","Data tabulated by year of registration","Final figure, complete","2021","7995","2,3"
"Mexico","2019","Total","Female","85","Data tabulated by year of registration","Final figure, complete","2021","7672","2,3"
"Mexico","2019","Total","Female","85 - 89","Data tabulated by year of registration","Final figure, complete","2021","37254","2,3"
"Mexico","2019","Total","Female","86","Data tabulated by year of registration","Final figure, complete","2021","7501","2,3"
"Mexico","2019","Total","Female","87","Data tabulated by year of registration","Final figure, complete","2021","7081","2,3"
"Mexico","2019","Total","Female","88","Data tabulated by year of registration","Final figure, complete","2021","7795","2,3"
"Mexico","2019","Total","Female","89","Data tabulated by year of registration","Final figure, complete","2021","7205","2,3"
"Mexico","2019","Total","Female","90","Data tabulated by year of registration","Final figure, complete","2021","5865","2,3"
"Mexico","2019","Total","Female","90 - 94","Data tabulated by year of registration","Final figure, complete","2021","25081","2,3"
"Mexico","2019","Total","Female","91","Data tabulated by year of registration","Final figure, complete","2021","5399","2,3"
"Mexico","2019","Total","Female","92","Data tabulated by year of registration","Final figure, complete","2021","4880","2,3"
"Mexico","2019","Total","Female","93","Data tabulated by year of registration","Final figure, complete","2021","4843","2,3"
"Mexico","2019","Total","Female","94","Data tabulated by year of registration","Final figure, complete","2021","4094","2,3"
"Mexico","2019","Total","Female","95","Data tabulated by year of registration","Final figure, complete","2021","3211","2,3"
"Mexico","2019","Total","Female","95 - 99","Data tabulated by year of registration","Final figure, complete","2021","11219","2,3"
"Mexico","2019","Total","Female","96","Data tabulated by year of registration","Final figure, complete","2021","2769","2,3"
"Mexico","2019","Total","Female","97","Data tabulated by year of registration","Final figure, complete","2021","2108","2,3"
"Mexico","2019","Total","Female","98","Data tabulated by year of registration","Final figure, complete","2021","1823","2,3"
"Mexico","2019","Total","Female","99","Data tabulated by year of registration","Final figure, complete","2021","1308","2,3"
"Mexico","2019","Total","Female","100 +","Data tabulated by year of registration","Final figure, complete","2021","2790","2,3"
"Mexico","2019","Total","Female","Unknown","Data tabulated by year of registration","Final figure, complete","2021","118","2,3"
"Mexico","2018","Total","Both Sexes","Total","Data tabulated by year of registration","Final figure, complete","2020","704803","3"
"Mexico","2018","Total","Both Sexes","0","Data tabulated by year of registration","Final figure, complete","2020","23142","3"
"Mexico","2018","Total","Both Sexes","1","Data tabulated by year of registration","Final figure, complete","2020","2018","3"
"Mexico","2018","Total","Both Sexes","1 - 4","Data tabulated by year of registration","Final figure, complete","2020","4536","3"
"Mexico","2018","Total","Both Sexes","2","Data tabulated by year of registration","Final figure, complete","2020","1060","3"
"Mexico","2018","Total","Both Sexes","3","Data tabulated by year of registration","Final figure, complete","2020","793","3"
"Mexico","2018","Total","Both Sexes","4","Data tabulated by year of registration","Final figure, complete","2020","665","3"
"Mexico","2018","Total","Both Sexes","5","Data tabulated by year of registration","Final figure, complete","2020","539","3"
"Mexico","2018","Total","Both Sexes","5 - 9","Data tabulated by year of registration","Final figure, complete","2020","2415","3"
"Mexico","2018","Total","Both Sexes","6","Data tabulated by year of registration","Final figure, complete","2020","454","3"
"Mexico","2018","Total","Both Sexes","7","Data tabulated by year of registration","Final figure, complete","2020","493","3"
"Mexico","2018","Total","Both Sexes","8","Data tabulated by year of registration","Final figure, complete","2020","453","3"
"Mexico","2018","Total","Both Sexes","9","Data tabulated by year of registration","Final figure, complete","2020","476","3"
"Mexico","2018","Total","Both Sexes","10","Data tabulated by year of registration","Final figure, complete","2020","501","3"
"Mexico","2018","Total","Both Sexes","10 - 14","Data tabulated by year of registration","Final figure, complete","2020","3095","3"
"Mexico","2018","Total","Both Sexes","11","Data tabulated by year of registration","Final figure, complete","2020","516","3"
"Mexico","2018","Total","Both Sexes","12","Data tabulated by year of registration","Final figure, complete","2020","564","3"
"Mexico","2018","Total","Both Sexes","13","Data tabulated by year of registration","Final figure, complete","2020","691","3"
"Mexico","2018","Total","Both Sexes","14","Data tabulated by year of registration","Final figure, complete","2020","823","3"
"Mexico","2018","Total","Both Sexes","15","Data tabulated by year of registration","Final figure, complete","2020","1134","3"
"Mexico","2018","Total","Both Sexes","15 - 19","Data tabulated by year of registration","Final figure, complete","2020","8983","3"
"Mexico","2018","Total","Both Sexes","16","Data tabulated by year of registration","Final figure, complete","2020","1448","3"
"Mexico","2018","Total","Both Sexes","17","Data tabulated by year of registration","Final figure, complete","2020","1786","3"
"Mexico","2018","Total","Both Sexes","18","Data tabulated by year of registration","Final figure, complete","2020","2210","3"
"Mexico","2018","Total","Both Sexes","19","Data tabulated by year of registration","Final figure, complete","2020","2405","3"
"Mexico","2018","Total","Both Sexes","20","Data tabulated by year of registration","Final figure, complete","2020","2556","3"
"Mexico","2018","Total","Both Sexes","20 - 24","Data tabulated by year of registration","Final figure, complete","2020","14409","3"
"Mexico","2018","Total","Both Sexes","21","Data tabulated by year of registration","Final figure, complete","2020","2629","3"
"Mexico","2018","Total","Both Sexes","22","Data tabulated by year of registration","Final figure, complete","2020","3015","3"
"Mexico","2018","Total","Both Sexes","23","Data tabulated by year of registration","Final figure, complete","2020","3089","3"
"Mexico","2018","Total","Both Sexes","24","Data tabulated by year of registration","Final figure, complete","2020","3120","3"
"Mexico","2018","Total","Both Sexes","25","Data tabulated by year of registration","Final figure, complete","2020","3305","3"
"Mexico","2018","Total","Both Sexes","25 - 29","Data tabulated by year of registration","Final figure, complete","2020","16543","3"
"Mexico","2018","Total","Both Sexes","26","Data tabulated by year of registration","Final figure, complete","2020","3366","3"
"Mexico","2018","Total","Both Sexes","27","Data tabulated by year of registration","Final figure, complete","2020","3337","3"
"Mexico","2018","Total","Both Sexes","28","Data tabulated by year of registration","Final figure, complete","2020","3279","3"
"Mexico","2018","Total","Both Sexes","29","Data tabulated by year of registration","Final figure, complete","2020","3256","3"
"Mexico","2018","Total","Both Sexes","30","Data tabulated by year of registration","Final figure, complete","2020","3266","3"
"Mexico","2018","Total","Both Sexes","30 - 34","Data tabulated by year of registration","Final figure, complete","2020","16897","3"
"Mexico","2018","Total","Both Sexes","31","Data tabulated by year of registration","Final figure, complete","2020","3218","3"
"Mexico","2018","Total","Both Sexes","32","Data tabulated by year of registration","Final figure, complete","2020","3410","3"
"Mexico","2018","Total","Both Sexes","33","Data tabulated by year of registration","Final figure, complete","2020","3447","3"
"Mexico","2018","Total","Both Sexes","34","Data tabulated by year of registration","Final figure, complete","2020","3556","3"
"Mexico","2018","Total","Both Sexes","35","Data tabulated by year of registration","Final figure, complete","2020","3631","3"
"Mexico","2018","Total","Both Sexes","35 - 39","Data tabulated by year of registration","Final figure, complete","2020","19493","3"
"Mexico","2018","Total","Both Sexes","36","Data tabulated by year of registration","Final figure, complete","2020","3775","3"
"Mexico","2018","Total","Both Sexes","37","Data tabulated by year of registration","Final figure, complete","2020","3930","3"
"Mexico","2018","Total","Both Sexes","38","Data tabulated by year of registration","Final figure, complete","2020","3948","3"
"Mexico","2018","Total","Both Sexes","39","Data tabulated by year of registration","Final figure, complete","2020","4209","3"
"Mexico","2018","Total","Both Sexes","40","Data tabulated by year of registration","Final figure, complete","2020","4425","3"
"Mexico","2018","Total","Both Sexes","40 - 44","Data tabulated by year of registration","Final figure, complete","2020","24447","3"
"Mexico","2018","Total","Both Sexes","41","Data tabulated by year of registration","Final figure, complete","2020","4608","3"
"Mexico","2018","Total","Both Sexes","42","Data tabulated by year of registration","Final figure, complete","2020","4906","3"
"Mexico","2018","Total","Both Sexes","43","Data tabulated by year of registration","Final figure, complete","2020","5084","3"
"Mexico","2018","Total","Both Sexes","44","Data tabulated by year of registration","Final figure, complete","2020","5424","3"
"Mexico","2018","Total","Both Sexes","45","Data tabulated by year of registration","Final figure, complete","2020","5820","3"
"Mexico","2018","Total","Both Sexes","45 - 49","Data tabulated by year of registration","Final figure, complete","2020","30267","3"
"Mexico","2018","Total","Both Sexes","46","Data tabulated by year of registration","Final figure, complete","2020","5791","3"
"Mexico","2018","Total","Both Sexes","47","Data tabulated by year of registration","Final figure, complete","2020","5984","3"
"Mexico","2018","Total","Both Sexes","48","Data tabulated by year of registration","Final figure, complete","2020","6307","3"
"Mexico","2018","Total","Both Sexes","49","Data tabulated by year of registration","Final figure, complete","2020","6365","3"
"Mexico","2018","Total","Both Sexes","50","Data tabulated by year of registration","Final figure, complete","2020","6910","3"
"Mexico","2018","Total","Both Sexes","50 - 54","Data tabulated by year of registration","Final figure, complete","2020","37699","3"
"Mexico","2018","Total","Both Sexes","51","Data tabulated by year of registration","Final figure, complete","2020","7116","3"
"Mexico","2018","Total","Both Sexes","52","Data tabulated by year of registration","Final figure, complete","2020","7469","3"
"Mexico","2018","Total","Both Sexes","53","Data tabulated by year of registration","Final figure, complete","2020","7786","3"
"Mexico","2018","Total","Both Sexes","54","Data tabulated by year of registration","Final figure, complete","2020","8418","3"
"Mexico","2018","Total","Both Sexes","55","Data tabulated by year of registration","Final figure, complete","2020","8698","3"
"Mexico","2018","Total","Both Sexes","55 - 59","Data tabulated by year of registration","Final figure, complete","2020","47165","3"
"Mexico","2018","Total","Both Sexes","56","Data tabulated by year of registration","Final figure, complete","2020","9025","3"
"Mexico","2018","Total","Both Sexes","57","Data tabulated by year of registration","Final figure, complete","2020","9465","3"
"Mexico","2018","Total","Both Sexes","58","Data tabulated by year of registration","Final figure, complete","2020","9916","3"
"Mexico","2018","Total","Both Sexes","59","Data tabulated by year of registration","Final figure, complete","2020","10061","3"
"Mexico","2018","Total","Both Sexes","60","Data tabulated by year of registration","Final figure, complete","2020","10336","3"
"Mexico","2018","Total","Both Sexes","60 - 64","Data tabulated by year of registration","Final figure, complete","2020","55392","3"
"Mexico","2018","Total","Both Sexes","61","Data tabulated by year of registration","Final figure, complete","2020","10724","3"
"Mexico","2018","Total","Both Sexes","62","Data tabulated by year of registration","Final figure, complete","2020","11301","3"
"Mexico","2018","Total","Both Sexes","63","Data tabulated by year of registration","Final figure, complete","2020","11475","3"
"Mexico","2018","Total","Both Sexes","64","Data tabulated by year of registration","Final figure, complete","2020","11556","3"
"Mexico","2018","Total","Both Sexes","65","Data tabulated by year of registration","Final figure, complete","2020","11483","3"
"Mexico","2018","Total","Both Sexes","65 - 69","Data tabulated by year of registration","Final figure, complete","2020","59873","3"
"Mexico","2018","Total","Both Sexes","66","Data tabulated by year of registration","Final figure, complete","2020","11567","3"
"Mexico","2018","Total","Both Sexes","67","Data tabulated by year of registration","Final figure, complete","2020","12119","3"
"Mexico","2018","Total","Both Sexes","68","Data tabulated by year of registration","Final figure, complete","2020","12399","3"
"Mexico","2018","Total","Both Sexes","69","Data tabulated by year of registration","Final figure, complete","2020","12305","3"
"Mexico","2018","Total","Both Sexes","70","Data tabulated by year of registration","Final figure, complete","2020","12690","3"
"Mexico","2018","Total","Both Sexes","70 - 74","Data tabulated by year of registration","Final figure, complete","2020","65512","3"
"Mexico","2018","Total","Both Sexes","71","Data tabulated by year of registration","Final figure, complete","2020","12970","3"
"Mexico","2018","Total","Both Sexes","72","Data tabulated by year of registration","Final figure, complete","2020","13167","3"
"Mexico","2018","Total","Both Sexes","73","Data tabulated by year of registration","Final figure, complete","2020","13357","3"
"Mexico","2018","Total","Both Sexes","74","Data tabulated by year of registration","Final figure, complete","2020","13328","3"
"Mexico","2018","Total","Both Sexes","75","Data tabulated by year of registration","Final figure, complete","2020","14100","3"
"Mexico","2018","Total","Both Sexes","75 - 79","Data tabulated by year of registration","Final figure, complete","2020","71057","3"
"Mexico","2018","Total","Both Sexes","76","Data tabulated by year of registration","Final figure, complete","2020","13751","3"
"Mexico","2018","Total","Both Sexes","77","Data tabulated by year of registration","Final figure, complete","2020","14476","3"
"Mexico","2018","Total","Both Sexes","78","Data tabulated by year of registration","Final figure, complete","2020","14432","3"
"Mexico","2018","Total","Both Sexes","79","Data tabulated by year of registration","Final figure, complete","2020","14298","3"
"Mexico","2018","Total","Both Sexes","80","Data tabulated by year of registration","Final figure, complete","2020","14378","3"
"Mexico","2018","Total","Both Sexes","80 - 84","Data tabulated by year of registration","Final figure, complete","2020","73956","3"
"Mexico","2018","Total","Both Sexes","81","Data tabulated by year of registration","Final figure, complete","2020","14722","3"
"Mexico","2018","Total","Both Sexes","82","Data tabulated by year of registration","Final figure, complete","2020","15419","3"
"Mexico","2018","Total","Both Sexes","83","Data tabulated by year of registration","Final figure, complete","2020","14828","3"
"Mexico","2018","Total","Both Sexes","84","Data tabulated by year of registration","Final figure, complete","2020","14609","3"
"Mexico","2018","Total","Both Sexes","85","Data tabulated by year of registration","Final figure, complete","2020","13823","3"
"Mexico","2018","Total","Both Sexes","85 - 89","Data tabulated by year of registration","Final figure, complete","2020","65431","3"
"Mexico","2018","Total","Both Sexes","86","Data tabulated by year of registration","Final figure, complete","2020","13117","3"
"Mexico","2018","Total","Both Sexes","87","Data tabulated by year of registration","Final figure, complete","2020","14011","3"
"Mexico","2018","Total","Both Sexes","88","Data tabulated by year of registration","Final figure, complete","2020","13422","3"
"Mexico","2018","Total","Both Sexes","89","Data tabulated by year of registration","Final figure, complete","2020","11058","3"
"Mexico","2018","Total","Both Sexes","90","Data tabulated by year of registration","Final figure, complete","2020","9946","3"
"Mexico","2018","Total","Both Sexes","90 - 94","Data tabulated by year of registration","Final figure, complete","2020","42110","3"
"Mexico","2018","Total","Both Sexes","91","Data tabulated by year of registration","Final figure, complete","2020","9071","3"
"Mexico","2018","Total","Both Sexes","92","Data tabulated by year of registration","Final figure, complete","2020","8993","3"
"Mexico","2018","Total","Both Sexes","93","Data tabulated by year of registration","Final figure, complete","2020","7820","3"
"Mexico","2018","Total","Both Sexes","94","Data tabulated by year of registration","Final figure, complete","2020","6280","3"
